system:index,area_km2,class,class_color,classe,nome,territory,year,.geo
18_7_0,0.8829081398925784,1.0,DBA303,Terra Indígena Homologada Sem CAR,Senador José Porfírio,1507805.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_7_1,0.8741860238037108,4.0,7F3822,Glebas Públicas Sem CAR,Senador José Porfírio,1507805.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_7_2,0.1598453325195312,5.0,A85529,Glebas Públicas - FPND Sem CAR,Senador José Porfírio,1507805.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_7_3,0.7115752742919924,9.0,EE2918,Assentamento-A Sem CAR,Senador José Porfírio,1507805.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_7_4,0.20805409942626946,11.0,008148,UCUS Sem CAR,Senador José Porfírio,1507805.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_7_5,0.07048186718749998,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Senador José Porfírio,1507805.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_7_6,0.03661657385253909,14.0,E5E5E5,Áreas Urbanas Sem CAR,Senador José Porfírio,1507805.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_7_7,15.038640627563442,104.0,7F3822,Glebas Públicas Com CAR,Senador José Porfírio,1507805.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_7_8,1.0107004073486328,105.0,A85529,Glebas Públicas - FPND Com CAR,Senador José Porfírio,1507805.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_7_9,0.16878732916259748,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Senador José Porfírio,1507805.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_7_10,24.860653263977028,109.0,EE2918,Assentamento-A Com CAR,Senador José Porfírio,1507805.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_7_11,0.5625834014282232,110.0,5EDC40,Assentamento-B Com CAR,Senador José Porfírio,1507805.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_7_12,0.9821891961059603,111.0,008148,UCUS Com CAR,Senador José Porfírio,1507805.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_7_13,2.0832013456420877,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Senador José Porfírio,1507805.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_7_14,0.24470570843505876,114.0,E5E5E5,Áreas Urbanas Com CAR,Senador José Porfírio,1507805.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_7_15,0.008035681274414062,115.0,41BBD9,Massas d'água Com CAR,Senador José Porfírio,1507805.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_7_16,0.11608467016601577,199.0,9D9D9C,Outras Sobreposições Com CAR,Senador José Porfírio,1507805.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_8_0,3.7461187324218703,1.0,DBA303,Terra Indígena Homologada Sem CAR,Uruará,1508159.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_8_1,6.842657518310549,4.0,7F3822,Glebas Públicas Sem CAR,Uruará,1508159.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_8_2,0.3363396276245119,5.0,A85529,Glebas Públicas - FPND Sem CAR,Uruará,1508159.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_8_3,0.08920292498779295,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Uruará,1508159.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_8_4,0.5316358313598629,9.0,EE2918,Assentamento-A Sem CAR,Uruará,1508159.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_8_5,0.048182108642578124,10.0,5EDC40,Assentamento-B Sem CAR,Uruará,1508159.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_8_6,0.10974381207275388,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Uruará,1508159.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_8_7,0.025872672607421883,14.0,E5E5E5,Áreas Urbanas Sem CAR,Uruará,1508159.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_8_8,0.002675132507324219,99.0,9D9D9C,Outras Sobreposições Sem CAR,Uruará,1508159.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_8_9,0.005351364929199218,101.0,DBA303,Terra Indígena Homologada Com CAR,Uruará,1508159.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_8_10,29.757496616088783,104.0,7F3822,Glebas Públicas Com CAR,Uruará,1508159.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_8_11,0.8563951035156252,105.0,A85529,Glebas Públicas - FPND Com CAR,Uruará,1508159.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_8_12,12.010105687500012,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Uruará,1508159.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_8_13,13.431286314819227,109.0,EE2918,Assentamento-A Com CAR,Uruará,1508159.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_8_14,5.245557352722191,110.0,5EDC40,Assentamento-B Com CAR,Uruará,1508159.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_8_15,0.5773167485961919,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Uruará,1508159.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_8_16,0.007137200439453125,114.0,E5E5E5,Áreas Urbanas Com CAR,Uruará,1508159.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_8_17,0.45122014190673876,199.0,9D9D9C,Outras Sobreposições Com CAR,Uruará,1508159.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_9_0,0.054438604431152345,2.0,FEEB72,Terra Indígena não Homologada Sem CAR,Vitória do Xingu,1508357.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_9_1,4.956534957031249,4.0,7F3822,Glebas Públicas Sem CAR,Vitória do Xingu,1508357.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_9_2,0.4356096360473631,5.0,A85529,Glebas Públicas - FPND Sem CAR,Vitória do Xingu,1508357.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_9_3,0.05445754962158203,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Vitória do Xingu,1508357.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_9_4,0.08926625976562498,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Vitória do Xingu,1508357.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_9_5,0.024102250183105467,14.0,E5E5E5,Áreas Urbanas Sem CAR,Vitória do Xingu,1508357.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_9_6,0.49714737432861233,15.0,41BBD9,Massas d'água Sem CAR,Vitória do Xingu,1508357.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_9_7,0.18204782403564448,102.0,FEEB72,Terra Indígena não Homologada Com CAR,Vitória do Xingu,1508357.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_9_8,23.108362000854502,104.0,7F3822,Glebas Públicas Com CAR,Vitória do Xingu,1508357.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_9_9,0.9846727750854487,105.0,A85529,Glebas Públicas - FPND Com CAR,Vitória do Xingu,1508357.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_9_10,14.217483922607451,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Vitória do Xingu,1508357.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_9_11,3.220673943176261,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Vitória do Xingu,1508357.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_9_12,0.12586776806640612,114.0,E5E5E5,Áreas Urbanas Com CAR,Vitória do Xingu,1508357.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_9_13,1.3192739309081998,115.0,41BBD9,Massas d'água Com CAR,Vitória do Xingu,1508357.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_0,28.97987032739254,1.0,DBA303,Terra Indígena Homologada Sem CAR,Altamira,1500602.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_1,4.97062095452882,3.0,F14A74,Área Militar Sem CAR,Altamira,1500602.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_2,44.08688074615485,4.0,7F3822,Glebas Públicas Sem CAR,Altamira,1500602.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_3,10.761873675964344,5.0,A85529,Glebas Públicas - FPND Sem CAR,Altamira,1500602.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_4,0.7962192998657225,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Altamira,1500602.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_5,0.19007943548584005,9.0,EE2918,Assentamento-A Sem CAR,Altamira,1500602.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_6,0.0044256668701171875,10.0,5EDC40,Assentamento-B Sem CAR,Altamira,1500602.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_7,2.6919193099365257,11.0,008148,UCUS Sem CAR,Altamira,1500602.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_8,89.7424361355579,12.0,21B8A1,UCPI Sem CAR,Altamira,1500602.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_9,35.186068969055185,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Altamira,1500602.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_10,0.2802094855957034,14.0,E5E5E5,Áreas Urbanas Sem CAR,Altamira,1500602.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_11,1.9186146253051932,15.0,41BBD9,Massas d'água Sem CAR,Altamira,1500602.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_12,4.648389993103052,103.0,F14A74,Área Militar Com CAR,Altamira,1500602.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_13,357.3424438236722,104.0,7F3822,Glebas Públicas Com CAR,Altamira,1500602.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_14,49.10341240917868,105.0,A85529,Glebas Públicas - FPND Com CAR,Altamira,1500602.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_15,152.23932900323373,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Altamira,1500602.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_16,36.61941763861011,109.0,EE2918,Assentamento-A Com CAR,Altamira,1500602.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_17,64.03806343194539,110.0,5EDC40,Assentamento-B Com CAR,Altamira,1500602.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_18,23.54706045776376,111.0,008148,UCUS Com CAR,Altamira,1500602.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_19,129.33647612390192,112.0,21B8A1,UCPI Com CAR,Altamira,1500602.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_20,226.01503695563053,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Altamira,1500602.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_21,0.01869921380615234,114.0,E5E5E5,Áreas Urbanas Com CAR,Altamira,1500602.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_22,2.068696228454585,115.0,41BBD9,Massas d'água Com CAR,Altamira,1500602.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_23,0.018704173950195312,118.0,B0D904,Terra Indígena não Homologada e UCUS Com CAR,Altamira,1500602.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_24,0.3253737686767581,199.0,9D9D9C,Outras Sobreposições Com CAR,Altamira,1500602.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_1_0,0.8286682436523439,1.0,DBA303,Terra Indígena Homologada Sem CAR,Anapu,1500859.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_1_1,10.266684030090325,4.0,7F3822,Glebas Públicas Sem CAR,Anapu,1500859.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_1_2,0.440945079284668,5.0,A85529,Glebas Públicas - FPND Sem CAR,Anapu,1500859.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_1_3,0.4069990913085942,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Anapu,1500859.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_1_4,2.304419384826655,9.0,EE2918,Assentamento-A Sem CAR,Anapu,1500859.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_1_5,6.678053534790023,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Anapu,1500859.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_1_6,0.07138623162841798,14.0,E5E5E5,Áreas Urbanas Sem CAR,Anapu,1500859.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_1_7,0.0035704322509765626,15.0,41BBD9,Massas d'água Sem CAR,Anapu,1500859.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_1_8,95.19670553582723,104.0,7F3822,Glebas Públicas Com CAR,Anapu,1500859.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_1_9,2.8032565770263673,105.0,A85529,Glebas Públicas - FPND Com CAR,Anapu,1500859.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_1_10,57.44282128649842,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Anapu,1500859.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_1_11,95.35614271142562,109.0,EE2918,Assentamento-A Com CAR,Anapu,1500859.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_1_12,2.9428096649169877,110.0,5EDC40,Assentamento-B Com CAR,Anapu,1500859.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_1_13,25.99038014794938,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Anapu,1500859.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_1_14,0.17851838415527346,114.0,E5E5E5,Áreas Urbanas Com CAR,Anapu,1500859.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_1_15,0.07853632745361325,115.0,41BBD9,Massas d'água Com CAR,Anapu,1500859.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_1_16,0.008033724975585937,199.0,9D9D9C,Outras Sobreposições Com CAR,Anapu,1500859.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_2_0,0.10169320953369139,1.0,DBA303,Terra Indígena Homologada Sem CAR,Brasil Novo,1501725.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_2_1,4.9250761839599635,4.0,7F3822,Glebas Públicas Sem CAR,Brasil Novo,1501725.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_2_2,0.15801168029785154,5.0,A85529,Glebas Públicas - FPND Sem CAR,Brasil Novo,1501725.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_2_3,0.26506420239257833,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Brasil Novo,1501725.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_2_4,0.48206026220703146,9.0,EE2918,Assentamento-A Sem CAR,Brasil Novo,1501725.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_2_5,0.009815920227050782,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Brasil Novo,1501725.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_2_6,0.004460217895507813,14.0,E5E5E5,Áreas Urbanas Sem CAR,Brasil Novo,1501725.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_2_7,62.47387079870663,104.0,7F3822,Glebas Públicas Com CAR,Brasil Novo,1501725.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_2_8,2.1790767409667957,105.0,A85529,Glebas Públicas - FPND Com CAR,Brasil Novo,1501725.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_2_9,28.782734346130404,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Brasil Novo,1501725.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_2_10,39.317741567749515,109.0,EE2918,Assentamento-A Com CAR,Brasil Novo,1501725.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_2_11,6.831439909179682,110.0,5EDC40,Assentamento-B Com CAR,Brasil Novo,1501725.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_2_12,0.015175945312500001,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Brasil Novo,1501725.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_2_13,0.15176408459472682,199.0,9D9D9C,Outras Sobreposições Com CAR,Brasil Novo,1501725.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_3_0,0.013384145568847655,1.0,DBA303,Terra Indígena Homologada Sem CAR,Medicilândia,1504455.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_3_1,2.5211120575561488,4.0,7F3822,Glebas Públicas Sem CAR,Medicilândia,1504455.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_3_2,0.03569768054199218,5.0,A85529,Glebas Públicas - FPND Sem CAR,Medicilândia,1504455.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_3_3,0.04551163342285157,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Medicilândia,1504455.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_3_4,0.6890227996215813,9.0,EE2918,Assentamento-A Sem CAR,Medicilândia,1504455.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_3_5,8.927717895507813E-4,10.0,5EDC40,Assentamento-B Sem CAR,Medicilândia,1504455.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_3_6,0.08567525396728516,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Medicilândia,1504455.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_3_7,0.04908159124755862,14.0,E5E5E5,Áreas Urbanas Sem CAR,Medicilândia,1504455.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_3_8,0.0017855184936523437,99.0,9D9D9C,Outras Sobreposições Sem CAR,Medicilândia,1504455.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_3_9,17.939022062072794,104.0,7F3822,Glebas Públicas Com CAR,Medicilândia,1504455.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_3_10,0.698823148376465,105.0,A85529,Glebas Públicas - FPND Com CAR,Medicilândia,1504455.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_3_11,4.317462318908696,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Medicilândia,1504455.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_3_12,38.28939006622334,109.0,EE2918,Assentamento-A Com CAR,Medicilândia,1504455.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_3_13,15.115184361938484,110.0,5EDC40,Assentamento-B Com CAR,Medicilândia,1504455.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_3_14,0.11334341851806647,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Medicilândia,1504455.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_3_15,8.92391845703125E-4,114.0,E5E5E5,Áreas Urbanas Com CAR,Medicilândia,1504455.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_3_16,0.972114464294433,199.0,9D9D9C,Outras Sobreposições Com CAR,Medicilândia,1504455.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_4_0,11.691590844299323,4.0,7F3822,Glebas Públicas Sem CAR,Pacajá,1505486.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_4_1,0.6067594160156247,5.0,A85529,Glebas Públicas - FPND Sem CAR,Pacajá,1505486.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_4_2,0.7405458804931648,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Pacajá,1505486.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_4_3,4.393407118957526,9.0,EE2918,Assentamento-A Sem CAR,Pacajá,1505486.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_4_4,3.4430144193115177,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Pacajá,1505486.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_4_5,0.031221148925781244,14.0,E5E5E5,Áreas Urbanas Sem CAR,Pacajá,1505486.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_4_6,185.2980928487554,104.0,7F3822,Glebas Públicas Com CAR,Pacajá,1505486.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_4_7,4.418506441345215,105.0,A85529,Glebas Públicas - FPND Com CAR,Pacajá,1505486.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_4_8,58.51209024505604,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Pacajá,1505486.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_4_9,286.60594233807495,109.0,EE2918,Assentamento-A Com CAR,Pacajá,1505486.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_4_10,46.55691844323767,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Pacajá,1505486.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_4_11,0.058001481445312475,114.0,E5E5E5,Áreas Urbanas Com CAR,Pacajá,1505486.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_4_12,0.00535545849609375,115.0,41BBD9,Massas d'água Com CAR,Pacajá,1505486.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_4_13,8.52987929052735,199.0,9D9D9C,Outras Sobreposições Com CAR,Pacajá,1505486.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_5_0,0.7132665617065427,1.0,DBA303,Terra Indígena Homologada Sem CAR,Placas,1505650.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_5_1,2.341047653503421,4.0,7F3822,Glebas Públicas Sem CAR,Placas,1505650.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_5_2,0.24620305603027345,5.0,A85529,Glebas Públicas - FPND Sem CAR,Placas,1505650.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_5_3,0.04727734582519531,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Placas,1505650.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_5_4,0.3577958176269532,9.0,EE2918,Assentamento-A Sem CAR,Placas,1505650.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_5_5,0.005352263977050782,10.0,5EDC40,Assentamento-B Sem CAR,Placas,1505650.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_5_6,2.843829857727052,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Placas,1505650.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_5_7,0.07403067132568358,14.0,E5E5E5,Áreas Urbanas Sem CAR,Placas,1505650.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_5_8,22.595583482543944,104.0,7F3822,Glebas Públicas Com CAR,Placas,1505650.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_5_9,1.0419572657470701,105.0,A85529,Glebas Públicas - FPND Com CAR,Placas,1505650.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_5_10,12.270215855651827,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Placas,1505650.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_5_11,16.7372883670044,109.0,EE2918,Assentamento-A Com CAR,Placas,1505650.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_5_12,5.98905057812501,110.0,5EDC40,Assentamento-B Com CAR,Placas,1505650.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
